"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Argueelles, Juan_1","WOS:000232772600005
","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","Apartado Postal 07-0145, Lima 7, Peru","","","",1
"Argueelles, Juan_1","WOS:000232772600005
","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","","","","",2
"Argueelles, Juan_1","WOS:000231052000004
","CSIC, Lab Mol Ecol, Estac Biol Donana, Seville 41013, Spain.","CSIC, Lab Mol Ecol, Estac Biol Donana, Pabellon Peru,Avda Maria Luisa S-N, Seville 41013, Spain","","","",1
"Argueelles, Juan_1","WOS:000231052000004
","","","","","",2
"Argueelles, Juan_1","WOS:000231052000007
","CSIC, Dept Appl Biol, Estac Biol Donana, Seville 41013, Spain.","CSIC, Dept Appl Biol, Estac Biol Donana, Avda Maria Luisa S-N,Pabellon Peru, Seville 41013, Spain","","","",1
"Argueelles, Juan_1","WOS:000232979300006
","Univ Nacl Mayor San Marcos, Fac Ciencias Biol, Grp DePSEA, Lima 100, Peru.","Univ Nacl Mayor San Marcos, Fac Ciencias Biol, Grp DePSEA, Apdo 1898, Lima 100, Peru, Peru","","","",1
"Argueelles, Juan_1","WOS:000232979300006
","","","","","",2
"Argueelles, Juan_1","WOS:000232979300006
","","","","","",3
"Argueelles, Juan_1","WOS:000232979300006
","","","","","",4
"Argueelles, Juan_1","WOS:000232979300006
","","","","","",5
"Argueelles, Juan_1","WOS:000231650800009
","Duke Univ, Nicholas Sch Environm & Earth Sci, Ctr Trop Conservat, Durham, NC 27708 USA.","Amazon Conservat Assoc, Jiron Cusco 499, Puerto Maldonado, Madre de Dios, Peru","","","",1
"Argueelles, Juan_1","WOS:000231650800009
","","","","","",2
"Argueelles, Juan_1","WOS:000231650800009
","","","","","",3
"Argueelles, Juan_1","WOS:000231650800009
","","","","","",4
"Argueelles, Juan_1","WOS:000231650800009
","","","","","",5
"Argueelles, Juan_1","WOS:000229815100002
","CSIC, Dept Appl Biol, Estac Biol Donana, Seville 41013, Spain.","CSIC, Dept Appl Biol, Estac Biol Donana, Avda Maria Luisa S-N,Pabellon Peru,Apdo 1056, Seville 41013, Spain","","","",1
"Argueelles, Juan_1","WOS:000229815100002
","","","","","",2
"Argueelles, Juan_1","WOS:000229815100002
","","","","","",3
"Argueelles, Juan_1","WOS:000229815100002
","","","","","",4
"Argueelles, Juan_1","WOS:000229815100002
","","","","","",5
"Argueelles, Juan_1","WOS:000229815100002
","","","","","",6
"Argueelles, Juan_1","WOS:000231224700006
","Int Potato Ctr, Lima 12, Peru.","","","","",1
"Argueelles, Juan_1","WOS:000231224700006
","","Int Potato Ctr, Apartado 1558, Lima 12, Peru","","","",2
"Argueelles, Juan_1","WOS:000231224700006
","","","","","",3
"Argueelles, Juan_1","WOS:000231224700006
","","","","","",4
"Argueelles, Juan_1","WOS:000230440200013
","Aarhus Univ, Inst Biol Sci, DK-8000 Aarhus, Denmark.","","","","",1
"Argueelles, Juan_1","WOS:000230440200013
","","","","","",2
"Argueelles, Juan_1","WOS:000230440200013
","","","","","",3
"Argueelles, Juan_1","WOS:000230440200013
","","","","","",4
"Argueelles, Juan_1","WOS:000230440200013
","","","","","",5
"Argueelles, Juan_1","WOS:000230440200013
","","Aarhus Univ, Inst Biol Sci, Bldg 540,Ny Munkegade, DK-8000 Aarhus, Denmark","","","",6
"Argueelles, Juan_1","WOS:000231649300023
","Univ Mainz, Dept Zool, D-55099 Mainz, Germany.","Univ Mainz, Dept Zool, Saarstr 21, D-55099 Mainz, Germany","","","",1
"Argueelles, Juan_1","WOS:000231649300023
","","","","","",2
"Argueelles, Juan_1","WOS:000231649300023
","","","","","",3
"Argueelles, Juan_1","WOS:000231649300023
","","","","","",4
"Argueelles, Juan_1","WOS:000229355500006
","Univ Los Andes, Fac Ciencias Forestales & Ambientales, Escuela Geog, Lab Biogeog, Merida 5101A, Venezuela.","Univ Los Andes, Fac Ciencias Forestales & Ambientales, Escuela Geog, Lab Biogeog, Apartado Postal 116, Merida 5101A, Venezuela","","","",1
"Argueelles, Juan_1","WOS:000229355500006
","","","","","",2
