"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Pearson, DL_1","WOS:000275877600020
","Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA.","Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA",NA,NA,NA,1
"Anderson, CD_1","WOS:000275877600020
","","",NA,NA,NA,2
"Mitchell, BR_1","WOS:000275877600020
","","",NA,NA,NA,3
"Rosenberg, MS_1","WOS:000275877600020
","","",NA,NA,NA,4
"Navarrete, R_1","WOS:000275877600020
","","",NA,NA,NA,5
"Coopmans, P_1","WOS:000275877600020
","","",NA,NA,NA,6
"Gibbs, JP_1","WOS:000275215700011
","SUNY Syracuse, Coll Environm Sci & Forestry, Syracuse, NY 13210 USA.","SUNY Syracuse, Coll Environm Sci & Forestry, Syracuse, NY 13210 USA",NA,NA,NA,1
"Sterling, EJ_1","WOS:000275215700011
","","",NA,NA,NA,2
"Zabala, FJ_1","WOS:000275215700011
","","",NA,NA,NA,3
"Cruz-Delgado, F_1","WOS:000274330800006
","Univ Autonoma Madrid, Dept Ecol, E-28049 Madrid 2, Spain.","",NA,NA,NA,1
"Wiedenfeld, DA_1","WOS:000274330800006
","","",NA,NA,NA,2
"Gonzalez, JA_1","WOS:000274330800006
","","Univ Autonoma Madrid, Dept Ecol, E-28049 Madrid 2, Spain",NA,NA,NA,3
"Watson, J_1","WOS:000274770200013
","Univ Queensland, Ctr Ecol, Ctr Appl Environm Decis Anal, St Lucia, Qld 4072, Australia.","Univ Queensland, Ctr Ecol, Ctr Appl Environm Decis Anal, St Lucia, Qld 4072, Australia",NA,NA,NA,1
"Trueman, M_2","WOS:000274770200013
","","",NA,NA,NA,2
"Tufet, M_1","WOS:000274770200013
","","",NA,NA,NA,3
"Henderson, S_2","WOS:000274770200013
","","",NA,NA,NA,4
"Atkinson, R_3","WOS:000274770200013
","","",NA,NA,NA,5
"Lamb, RW_1","WOS:000278978800016
","Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA.","Univ San Francisco Quito Diego Robles & Via Inter, Cumbaya, Ecuador",NA,NA,NA,1
"Johnson, DW_1","WOS:000278978800016
","Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA.","",NA,NA,NA,2
"Gardener, MR_1","WOS:000273551600003
","Charles Darwin Fdn, Puerto Ayora, Galapagos Isl, Ecuador.","Charles Darwin Fdn, Puerto Ayora, Galapagos Isl, Ecuador",NA,NA,NA,1
"Atkinson, R_4","WOS:000273551600003
","","",NA,NA,NA,2
"Renteria, JL_1","WOS:000273551600003
","","",NA,NA,NA,3
"Jost, L_1","WOS:000273723100007
","Univ New Orleans, Dept Biol Sci, New Orleans, LA 70148 USA.","S Amer Explorers Club, Apdo 17-21-431, Eloy Alfaro, Quito, Ecuador",NA,NA,NA,1
"DeVries, P_1","WOS:000273723100007
","","",NA,NA,NA,2
"Walla, T_1","WOS:000273723100007
","","",NA,NA,NA,3
"Greeney, H_1","WOS:000273723100007
","","",NA,NA,NA,4
"Chao, A_1","WOS:000273723100007
","","",NA,NA,NA,5
"Ricotta, C_1","WOS:000273723100007
","","",NA,NA,NA,6
"Cisneros-Heredia, DF_1","WOS:000274770200019
","Univ San Francisco Quito, Colegio Ciencias Biol & Ambiertales, Quito, Ecuador.","Univ San Francisco Quito, Colegio Ciencias Biol & Ambiertales, Campus Cumbaya,Edif Darwin,DW-010A,Casilla 17-120, Quito, Ecuador",NA,NA,NA,1
"Delia, J_1","WOS:000274770200019
","","",NA,NA,NA,2
"Yanez-Munoz, MH_1","WOS:000274770200019
","","",NA,NA,NA,3
"Ortega-Andrade, HM_1","WOS:000274770200019
","","",NA,NA,NA,4
"Linares-Palomino, R_1","WOS:000272614200010
","Univ Gottingen, Dept Systemat Bot, D-37073 Gottingen, Germany.","Univ Nacl Agr La Molina, Herbario Forestal MOL, Apartado 456, Lima 1, Peru",NA,NA,NA,1
"Kvist, LP_1","WOS:000272614200010
","","",NA,NA,NA,2
"Aguirre-Mendoza, Z_1","WOS:000272614200010
","","",NA,NA,NA,3
"Gonzales-Inca, C_1","WOS:000272614200010
","","",NA,NA,NA,4
"Knoke, T_1","WOS:000272245000018
","Tech Univ Munich, Inst Forest Management, Ctr Life & Food Sci Weihenstephan, D-8050 Freising Weihenstephan, Germany.","Tech Univ Munich, Inst Forest Management, Ctr Life & Food Sci Weihenstephan, D-8050 Freising Weihenstephan, Germany",NA,NA,NA,1
"Calvas, B_1","WOS:000272245000018
","","",NA,NA,NA,2
"Aguirre, N_1","WOS:000272245000018
","","",NA,NA,NA,3
"Roman-Cuesta, RM_1","WOS:000272245000018
","","",NA,NA,NA,4
"Gunter, S_1","WOS:000272245000018
","","",NA,NA,NA,5
"Stimm, B_1","WOS:000272245000018
","","",NA,NA,NA,6
"Weber, M_1","WOS:000272245000018
","","",NA,NA,NA,7
"Mosandl, R_1","WOS:000272245000018
","","",NA,NA,NA,8
"Treves, A_1","WOS:000272163100031
","Nelson Inst Environm Studies, Madison, WI 53706 USA.","Nelson Inst Environm Studies, 30A Sci Hall,550 N Pk St, Madison, WI 53706 USA",NA,NA,NA,1
"Wallace, RB_1","WOS:000272163100031
","","",NA,NA,NA,2
"White, S_1","WOS:000272163100031
","Fdn Cordillera Trop, Cuenca, Ecuador.","",NA,NA,NA,3
"Levin, II_1","WOS:000272100100043
","Univ Missouri, Dept Biol, St Louis, MO 63121 USA.","Univ Missouri, Dept Biol, 1 Univ Blvd, St Louis, MO 63121 USA",NA,NA,NA,1
"Outlaw, DC_1","WOS:000272100100043
","","",NA,NA,NA,2
"Vargas, FH_1","WOS:000272100100043
","","",NA,NA,NA,3
"Parker, PG_1","WOS:000272100100043
","","",NA,NA,NA,4
"Jager, H_2","WOS:000270787100015
","Tech Univ Berlin, Dept Ecol, D-12165 Berlin, Germany.","Tech Univ Berlin, Dept Ecol, Rothenburgstr 12, D-12165 Berlin, Germany",NA,NA,NA,1
"Kowarik, I_2","WOS:000270787100015
","","",NA,NA,NA,2
"Tye, A_1","WOS:000270787100015
","","",NA,NA,NA,3
"Dangles, O_2","WOS:000270425100025
","PUCE, Fac Ciencias Exactas & Nat, Quito, Ecuador.","PUCE, Fac Ciencias Exactas & Nat, Quito, Ecuador",NA,NA,NA,1
"Mesias, V_1","WOS:000270425100025
","","",NA,NA,NA,2
"Crespo-Perez, V_1","WOS:000270425100025
","","",NA,NA,NA,3
"Silvain, JF_1","WOS:000270425100025
","","",NA,NA,NA,4
"Gloor, M_1","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England",NA,NA,NA,1
"Phillips, OL_1","WOS:000269577800006
","","",NA,NA,NA,2
"Lloyd, JJ_1","WOS:000269577800006
","","",NA,NA,NA,3
"Lewis, SL_1","WOS:000269577800006
","","",NA,NA,NA,4
"Malhi, Y_1","WOS:000269577800006
","Univ Oxford, Oxford, England.","",NA,NA,NA,5
"Baker, TR_1","WOS:000269577800006
","","",NA,NA,NA,6
"Lopez-Gonzalez, G_1","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","",NA,NA,NA,7
"Peacock, J_1","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","",NA,NA,NA,8
"Almeida, S_1","WOS:000269577800006
","Paraense Emilio Goeldi, Belem, Para, Brazil.","",NA,NA,NA,9
"de Oliveira, ACA_1","WOS:000269577800006
","","",NA,NA,NA,10
"Alvarez, E_1","WOS:000269577800006
","Columbia Univ, Medellin, Colombia.","",NA,NA,NA,11
"Amaral, I_1","WOS:000269577800006
","Team INPA, Manaus, Amazonas, Brazil.","",NA,NA,NA,12
"Arroyo, L_1","WOS:000269577800006
","Missouri Bot Garden, Santa Cruz, Bolivia.
Museo Hist Nat Noel Kempff Mercado, Santa Cruz, Bolivia.","",NA,NA,NA,13
"Aymard, G_1","WOS:000269577800006
","UNELLEZ Guanare, Guanare, Venezuela.","",NA,NA,NA,14
"Banki, O_1","WOS:000269577800006
","Univ Utrecht, NL-3508 TC Utrecht, Netherlands.","",NA,NA,NA,15
"Blanc, L_1","WOS:000269577800006
","UMR, Kourou, French Guiana.","",NA,NA,NA,16
"Bonal, D_1","WOS:000269577800006
","UMR, Kourou, French Guiana.","",NA,NA,NA,17
"Brando, P_1","WOS:000269577800006
","","",NA,NA,NA,18
"Chao, KJ_1","WOS:000269577800006
","","",NA,NA,NA,19
"Chave, J_2","WOS:000269577800006
","","",NA,NA,NA,20
"Davila, N_1","WOS:000269577800006
","","",NA,NA,NA,21
"Erwin, T_1","WOS:000269577800006
","Smithsonian Inst, Washington, DC 20560 USA.","",NA,NA,NA,22
"Silva, J_1","WOS:000269577800006
","Univ San Abad Cusco, Cuzco, Peru.","",NA,NA,NA,23
"Di Fiore, A_1","WOS:000269577800006
","NYU, New York, NY USA.","",NA,NA,NA,24
"Feldpausch, TR_1","WOS:000269577800006
","","",NA,NA,NA,25
"Freitas, A_1","WOS:000269577800006
","Museu Paraense Emilio Goeldi, Belem, Para, Brazil.","",NA,NA,NA,26
"Herrera, R_1","WOS:000269577800006
","IVIC, Caracas, Venezuela.","",NA,NA,NA,27
"Higuchi, N_1","WOS:000269577800006
","Inst Natl Pesquisas Amazonia, Manaus, Amazonas, Brazil.","",NA,NA,NA,28
"Honorio, E_1","WOS:000269577800006
","IIAP, Iquitos, Peru.","",NA,NA,NA,29
"Jimenez, E_1","WOS:000269577800006
","Univ Nacl Colombia, Leticia, Colombia.","",NA,NA,NA,30
"Killeen, T_1","WOS:000269577800006
","Conservat Int, Washington, DC USA.","",NA,NA,NA,31
"Laurance, W_1","WOS:000269577800006
","Smithsonian Trop Res Inst, Ancon, Panama.","",NA,NA,NA,32
"Mendoza, C_1","WOS:000269577800006
","Manejo Forestal Tierras Trop Bolivia, Fomabo, Sacta, Bolivia.","",NA,NA,NA,33
"Monteagudo, A_1","WOS:000269577800006
","Jardin Bot Missouri, Proyecto Flora Peru, Oxapampa, Peru.","",NA,NA,NA,34
"Andrade, A_1","WOS:000269577800006
","INPA, Manaus, Amazonas, Brazil.","",NA,NA,NA,35
"Neill, D_1","WOS:000269577800006
","Fdn Jatun Sacha, Quito, Ecuador.
Missouri Bot Garden, Quito, Ecuador.","",NA,NA,NA,36
"Nepstad, D_1","WOS:000269577800006
","Woods Hole Res Ctr, Woods Hole, MA USA.","",NA,NA,NA,37
"Vargas, PN_1","WOS:000269577800006
","","",NA,NA,NA,38
"Penuela, MC_1","WOS:000269577800006
","","",NA,NA,NA,39
"Cruz, AP_1","WOS:000269577800006
","","",NA,NA,NA,40
"Prieto, A_1","WOS:000269577800006
","Univ Nacl Colombia, Inst Ciencias Nat, Bogota, Colombia.","",NA,NA,NA,41
"Pitman, N_1","WOS:000269577800006
","Duke Univ, Ctr Trop Conservat, Durham, NC 27706 USA.","",NA,NA,NA,42
"Quesada, C_1","WOS:000269577800006
","","",NA,NA,NA,43
"Salomao, R_1","WOS:000269577800006
","","",NA,NA,NA,44
"Silveira, M_1","WOS:000269577800006
","","",NA,NA,NA,45
"Schwarz, M_1","WOS:000269577800006
","","",NA,NA,NA,46
"Stropp, J_1","WOS:000269577800006
","Univ Utrecht, NL-3508 TC Utrecht, Netherlands.","",NA,NA,NA,47
"Ramirez, F_1","WOS:000269577800006
","Univ Nacl Amazonia Peruana, Iquitos, Peru.","",NA,NA,NA,48
"Ramirez, H_1","WOS:000269577800006
","Univ Los Andes, Merida, Venezuela.","",NA,NA,NA,49
"Rudas, A_1","WOS:000269577800006
","Univ Nacl Colombia, Inst Ciencias Nat, Bogota, Colombia.","",NA,NA,NA,50
"ter Steege, H_1","WOS:000269577800006
","NHN Utrecht, Utrecht, Netherlands.","",NA,NA,NA,51
"Silva, N_1","WOS:000269577800006
","CIFOR, Tapajos, Brazil.
EMBRAPA Amazonia Oriental, Belem, Para, Brazil.","",NA,NA,NA,52
"Torres, A_1","WOS:000269577800006
","Univ Los Andes, Merida, Venezuela.","",NA,NA,NA,53
"Terborgh, J_1","WOS:000269577800006
","","",NA,NA,NA,54
"Vasquez, R_1","WOS:000269577800006
","Jardin Bot Missouri, Proyecto Flora Peru, Oxapampa, Peru.","",NA,NA,NA,55
"van der Heijden, G_1","WOS:000269577800006
","","",NA,NA,NA,56
"Valencia, R_2","WOS:000269168700003
","Pontificia Univ Catolica Ecuador, Lab Ecol Plantas & Herbario QCA, Escuela Ciencias Biol, Quito, Ecuador.","Pontificia Univ Catolica Ecuador, Lab Ecol Plantas & Herbario QCA, Escuela Ciencias Biol, Apartado 17-01-2184, Quito, Ecuador",NA,NA,NA,1
"Condit, R_1","WOS:000269168700003
","","",NA,NA,NA,2
"Muller-Landau, HC_2","WOS:000269168700003
","","",NA,NA,NA,3
"Hernandez, C_1","WOS:000269168700003
","","",NA,NA,NA,4
"Navarrete, H_1","WOS:000269168700003
","","",NA,NA,NA,5
"Stegen, JC_1","WOS:000268792000010
","Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.","1041 E Lowell St,Biosci W Room 310, Tucson, AZ 85721 USA",NA,NA,NA,1
"Swenson, NG_1","WOS:000268792000010
","","",NA,NA,NA,2
"Valencia, R_3","WOS:000268792000010
","","",NA,NA,NA,3
"Enquist, BJ_1","WOS:000268792000010
","","",NA,NA,NA,4
"Thompson, J_1","WOS:000268792000010
","","",NA,NA,NA,5
"Mordecai, RS_1","WOS:000268190300011
","Univ Georgia, Sch Forestry & Nat Resources, Athens, GA 30602 USA.","Univ Georgia, Sch Forestry & Nat Resources, Athens, GA 30602 USA",NA,NA,NA,1
"Cooper, RJ_1","WOS:000268190300011
","","",NA,NA,NA,2
"Justicia, R_1","WOS:000268190300011
","","",NA,NA,NA,3
"Suarez, E_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","Univ San Francisco Quito, IDEAS, Campus Cumbaya,Diego de Robles & Via Interocean,P, Quito, Ecuador",NA,NA,NA,1
"Morales, M_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,2
"Cueva, R_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,3
"Bucheli, VU_1","WOS:000268027900016
","","",NA,NA,NA,4
"Zapata-Rios, G_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,5
"Toral, E_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,6
"Torres, J_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,7
"Prado, W_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","",NA,NA,NA,8
"Olalla, JV_1","WOS:000268027900016
","","",NA,NA,NA,9
"Zapata-Rios, G_2","WOS:000268970300018
","Wildlife Conservat Soc Ecuador Program, Quito, Ecuador.","Wildlife Conservat Soc Ecuador Program, Eloy Alfaro N37-224 & Coremo,Apartado Postal 17-2, Quito, Ecuador",NA,NA,NA,1
"Urgiles, C_1","WOS:000268970300018
","","",NA,NA,NA,2
"Suarez, E_2","WOS:000268970300018
","","",NA,NA,NA,3
